dateOfSleep,startTime,endTime,duration,timeInBed,efficiency,minutesAsleep,minutesAwake,minutesAfterWakeup,minutesToFallAsleep,logId,logType,type,infoCode,isMainSleep,deepMinutes,lightMinutes,remMinutes,wakeMinutes,deepCount,lightCount,remCount,wakeCount,deepAvg30,lightAvg30,remAvg30,wakeAvg30
2025-01-05,2025-01-04T22:17:30.000,2025-01-05T05:33:00.000,24900000,415,89,370,45,20,0,3658461866274873688,auto_detected,stages,0,True,80.0,218.0,92.0,45.0,6.0,31.0,4.0,30.0,71.0,249.0,87.0,62.0
2025-01-06,2025-01-05T22:13:00.000,2025-01-06T06:27:30.000,25200000,420,86,363,57,74,0,2142586737463238000,auto_detected,stages,0,True,73.0,262.0,101.0,57.0,3.0,37.0,11.0,39.0,72.0,247.0,88.0,61.0
2025-01-07,2025-01-06T21:30:00.000,2025-01-07T05:58:30.000,26940000,449,85,381,68,59,0,7316048875103527216,auto_detected,stages,0,True,84.0,243.0,113.0,68.0,5.0,23.0,4.0,24.0,72.0,249.0,88.0,61.0
2025-01-08,2025-01-07T21:53:30.000,2025-01-08T06:21:00.000,28080000,468,84,393,75,39,0,6337813529171081704,auto_detected,stages,0,True,57.0,307.0,67.0,75.0,2.0,34.0,4.0,32.0,73.0,250.0,89.0,62.0
2025-01-09,2025-01-08T22:56:00.000,2025-01-09T06:32:00.000,26520000,442,88,390,52,14,0,1535579368307029088,auto_detected,stages,0,True,59.0,234.0,110.0,52.0,3.0,32.0,9.0,34.0,73.0,253.0,87.0,63.0
2025-01-10,2025-01-09T23:30:30.000,2025-01-10T05:44:00.000,20760000,346,85,295,51,27,0,6137741350833113280,auto_detected,stages,0,True,69.0,180.0,72.0,51.0,3.0,25.0,6.0,24.0,73.0,252.0,88.0,63.0
2025-01-11,2025-01-10T22:20:30.000,2025-01-11T05:35:00.000,24540000,409,87,354,55,25,0,3640390017560642648,auto_detected,stages,0,True,47.0,277.0,54.0,55.0,2.0,35.0,4.0,34.0,72.0,251.0,88.0,63.0
2025-01-12,2025-01-11T22:41:30.000,2025-01-12T07:02:00.000,29340000,489,87,426,63,11,0,3711856593217628384,auto_detected,stages,0,True,64.0,282.0,90.0,63.0,3.0,36.0,10.0,39.0,71.0,253.0,87.0,64.0
2025-01-13,2025-01-12T23:51:30.000,2025-01-13T07:23:00.000,23700000,395,85,336,59,56,0,1915915240782025408,auto_detected,stages,0,True,72.0,224.0,95.0,59.0,2.0,33.0,8.0,35.0,71.0,253.0,87.0,64.0
2025-01-14,2025-01-13T23:14:30.000,2025-01-14T06:17:00.000,23400000,390,81,316,74,32,0,7376143122244896280,auto_detected,stages,0,True,78.0,197.0,73.0,74.0,4.0,23.0,8.0,20.0,71.0,252.0,87.0,64.0
2025-01-15,2025-01-15T00:02:30.000,2025-01-15T06:18:30.000,18180000,303,82,249,54,73,0,9050579339103561568,auto_detected,stages,0,True,68.0,194.0,59.0,54.0,2.0,19.0,7.0,21.0,72.0,251.0,87.0,65.0
2025-01-16,2025-01-15T22:03:00.000,2025-01-16T06:31:00.000,26940000,449,83,371,78,59,0,2241349066706076672,auto_detected,stages,0,True,101.0,238.0,90.0,78.0,4.0,33.0,4.0,31.0,71.0,246.0,87.0,64.0
2025-01-17,2025-01-16T23:20:30.000,2025-01-17T05:57:30.000,21780000,363,86,313,50,34,0,6730529700981987824,auto_detected,stages,0,True,35.0,220.0,91.0,50.0,1.0,27.0,8.0,30.0,72.0,249.0,86.0,65.0
2025-01-20,2025-01-19T23:40:30.000,2025-01-20T07:26:30.000,27480000,458,86,395,63,8,0,1004585761004509728,auto_detected,stages,0,True,76.0,231.0,94.0,63.0,4.0,36.0,8.0,37.0,72.0,252.0,87.0,66.0
2025-01-21,2025-01-20T23:50:30.000,2025-01-21T06:40:30.000,24060000,401,86,346,55,9,0,8385207531486663352,auto_detected,stages,0,True,59.0,228.0,67.0,55.0,3.0,25.0,11.0,26.0,72.0,252.0,86.0,65.0
2025-01-22,2025-01-21T22:15:00.000,2025-01-22T06:26:30.000,26520000,442,85,374,68,49,0,3676904546424386360,auto_detected,stages,0,True,73.0,253.0,96.0,68.0,3.0,19.0,10.0,21.0,71.0,251.0,86.0,65.0
2025-01-23,2025-01-23T00:51:30.000,2025-01-23T06:23:30.000,15720000,262,76,200,62,70,0,127305175709215808,auto_detected,stages,0,True,69.0,116.0,83.0,62.0,2.0,19.0,4.0,18.0,70.0,250.0,87.0,65.0
2025-01-24,2025-01-24T01:02:30.000,2025-01-24T06:15:00.000,17580000,293,87,255,38,19,0,5183117008598749408,auto_detected,stages,0,True,72.0,148.0,54.0,38.0,2.0,21.0,3.0,21.0,70.0,243.0,88.0,65.0
2025-02-12,2025-02-11T23:10:00.000,2025-02-12T05:51:00.000,22380000,373,88,327,46,28,0,6578614506254647192,auto_detected,stages,0,True,70.0,199.0,85.0,46.0,2.0,19.0,7.0,21.0,70.0,205.0,80.0,60.0
2025-02-13,2025-02-12T23:45:00.000,2025-02-13T06:06:00.000,21180000,353,86,302,51,28,0,4523242657229563624,auto_detected,stages,0,True,61.0,195.0,73.0,51.0,3.0,22.0,9.0,24.0,70.0,202.0,79.0,59.0
2025-02-14,2025-02-13T23:07:00.000,2025-02-14T07:25:30.000,29880000,498,86,429,69,0,0,144963038159636376,auto_detected,stages,0,True,60.0,274.0,95.0,69.0,2.0,27.0,9.0,30.0,68.0,202.0,79.0,57.0
2025-02-15,2025-02-15T00:24:00.000,2025-02-15T07:47:30.000,25680000,428,86,366,62,15,0,195969296383796872,auto_detected,stages,0,True,72.0,193.0,116.0,62.0,3.0,23.0,5.0,21.0,68.0,210.0,83.0,58.0
2025-02-16,2025-02-15T22:26:00.000,2025-02-16T05:14:00.000,22680000,378,84,319,59,30,0,1781423593940972848,auto_detected,stages,0,True,76.0,215.0,58.0,59.0,5.0,25.0,5.0,22.0,65.0,206.0,85.0,56.0
2025-02-17,2025-02-17T01:25:00.000,2025-02-17T07:57:00.000,23520000,392,85,334,58,0,0,7761169733710035360,auto_detected,stages,0,True,71.0,187.0,75.0,58.0,3.0,23.0,9.0,24.0,69.0,205.0,82.0,57.0
2025-02-18,2025-02-18T00:21:00.000,2025-02-18T06:55:30.000,21600000,360,83,300,60,34,0,8325250472051167920,auto_detected,stages,0,True,69.0,224.0,41.0,60.0,6.0,23.0,4.0,23.0,69.0,204.0,81.0,57.0
2025-02-19,2025-02-18T22:39:30.000,2025-02-19T06:04:30.000,26100000,435,88,381,54,10,0,3679656950888745816,auto_detected,stages,0,True,75.0,209.0,107.0,54.0,2.0,26.0,12.0,33.0,69.0,205.0,78.0,58.0
2025-02-20,2025-02-19T23:04:00.000,2025-02-20T05:40:30.000,22680000,378,86,326,52,18,0,4510002929130337392,auto_detected,stages,0,True,54.0,228.0,61.0,52.0,2.0,21.0,5.0,22.0,69.0,203.0,79.0,57.0
2025-02-21,2025-02-20T22:10:30.000,2025-02-21T06:09:30.000,27300000,455,87,394,61,24,0,947572075527492480,auto_detected,stages,0,True,87.0,229.0,101.0,61.0,3.0,24.0,10.0,30.0,69.0,203.0,79.0,57.0
2025-02-22,2025-02-21T23:56:00.000,2025-02-22T06:41:30.000,23940000,399,83,333,66,6,0,2481261909542038344,auto_detected,stages,0,True,45.0,200.0,93.0,66.0,2.0,19.0,7.0,23.0,70.0,201.0,79.0,56.0
2025-02-23,2025-02-22T23:58:30.000,2025-02-23T06:41:30.000,23700000,395,80,316,79,8,0,1487303396290743720,auto_detected,stages,0,True,47.0,204.0,72.0,79.0,3.0,26.0,5.0,27.0,68.0,208.0,80.0,56.0
2025-02-24,2025-02-24T01:13:00.000,2025-02-24T06:56:00.000,18060000,301,85,255,46,42,0,1833279964918091664,auto_detected,stages,0,True,68.0,154.0,74.0,46.0,2.0,15.0,5.0,16.0,66.0,213.0,81.0,60.0
2025-02-25,2025-02-24T23:16:00.000,2025-02-25T05:17:30.000,21660000,361,82,295,66,0,0,8683139828959998456,auto_detected,stages,0,True,62.0,171.0,61.0,66.0,2.0,20.0,8.0,20.0,66.0,209.0,81.0,59.0
2025-02-26,2025-02-25T23:07:30.000,2025-02-26T05:55:30.000,21180000,353,83,294,59,55,0,5330515724780136576,auto_detected,stages,0,True,40.0,208.0,100.0,59.0,3.0,21.0,6.0,19.0,66.0,206.0,79.0,59.0
2025-02-27,2025-02-26T22:34:00.000,2025-02-27T05:53:30.000,24360000,406,82,333,73,33,0,685685269475241984,auto_detected,stages,0,True,60.0,207.0,99.0,73.0,3.0,25.0,7.0,26.0,64.0,206.0,81.0,59.0
2025-02-28,2025-02-27T22:27:30.000,2025-02-28T07:06:30.000,26280000,438,84,367,71,81,0,832591412841334536,auto_detected,stages,0,True,86.0,281.0,80.0,71.0,4.0,26.0,12.0,29.0,64.0,206.0,82.0,60.0
2025-03-01,2025-03-01T00:14:00.000,2025-03-01T07:30:30.000,23760000,396,82,323,73,40,0,5109908261779094248,auto_detected,stages,0,True,91.0,201.0,71.0,73.0,2.0,25.0,11.0,29.0,65.0,210.0,82.0,61.0
2025-03-04,2025-03-03T23:26:00.000,2025-03-04T05:54:30.000,21540000,359,84,303,56,29,0,672783589990380144,auto_detected,stages,0,True,60.0,202.0,70.0,56.0,4.0,33.0,6.0,32.0,66.0,210.0,81.0,61.0
2025-03-05,2025-03-04T21:40:00.000,2025-03-05T06:38:30.000,27720000,462,85,392,70,76,0,889689801800343104,auto_detected,stages,0,True,75.0,273.0,119.0,70.0,4.0,33.0,13.0,36.0,66.0,210.0,81.0,61.0
2025-03-06,2025-03-05T23:03:00.000,2025-03-06T06:14:30.000,25860000,431,87,377,54,0,0,8668578340327136760,auto_detected,stages,0,True,82.0,210.0,84.0,54.0,4.0,35.0,7.0,33.0,66.0,213.0,83.0,62.0
2025-03-07,2025-03-06T22:35:30.000,2025-03-07T06:24:00.000,24900000,415,81,336,79,53,0,4774240801845308480,auto_detected,stages,0,True,84.0,246.0,59.0,79.0,5.0,31.0,6.0,31.0,67.0,213.0,83.0,61.0
2025-03-08,2025-03-07T22:30:00.000,2025-03-08T05:37:00.000,21360000,356,78,278,78,71,0,1661150154702462408,auto_detected,stages,0,True,77.0,204.0,67.0,78.0,2.0,25.0,7.0,27.0,68.0,214.0,82.0,62.0
2025-03-09,2025-03-08T23:36:00.000,2025-03-09T07:12:00.000,26580000,443,84,373,70,13,0,4544909729321111824,auto_detected,stages,0,True,43.0,274.0,68.0,70.0,3.0,30.0,7.0,24.0,68.0,214.0,81.0,63.0
2025-03-10,2025-03-09T22:57:30.000,2025-03-10T06:16:30.000,24180000,403,88,354,49,36,0,5941170213817012320,auto_detected,stages,0,True,80.0,216.0,93.0,49.0,5.0,22.0,12.0,28.0,67.0,216.0,80.0,63.0
2025-03-11,2025-03-10T22:19:00.000,2025-03-11T06:30:00.000,25080000,418,81,337,81,73,0,3404720739626548576,auto_detected,stages,0,True,65.0,284.0,60.0,81.0,4.0,36.0,5.0,30.0,68.0,216.0,81.0,62.0
2025-03-12,2025-03-11T22:23:30.000,2025-03-12T05:44:00.000,24360000,406,85,347,59,34,0,1049093131876045848,auto_detected,stages,0,True,71.0,238.0,72.0,59.0,4.0,27.0,6.0,27.0,68.0,219.0,80.0,63.0
2025-03-13,2025-03-12T23:15:00.000,2025-03-13T05:55:30.000,22980000,383,86,331,52,17,0,6024499273841128152,auto_detected,stages,0,True,62.0,184.0,102.0,52.0,3.0,19.0,10.0,23.0,68.0,219.0,80.0,63.0
2025-03-14,2025-03-13T23:28:30.000,2025-03-14T06:17:00.000,24480000,408,83,340,68,0,0,3240568308538602888,auto_detected,stages,0,True,57.0,213.0,70.0,68.0,3.0,16.0,8.0,20.0,68.0,218.0,81.0,63.0
2025-03-15,2025-03-15T00:31:00.000,2025-03-15T06:16:30.000,18300000,305,81,247,58,40,0,9031464514667218560,auto_detected,stages,0,True,74.0,149.0,64.0,58.0,3.0,22.0,5.0,23.0,67.0,219.0,80.0,63.0
2025-03-21,2025-03-20T22:52:30.000,2025-03-21T05:59:30.000,24600000,410,82,338,72,17,0,5687363400931608720,auto_detected,stages,0,True,81.0,210.0,63.0,72.0,5.0,30.0,7.0,33.0,67.0,217.0,80.0,64.0
2025-03-22,2025-03-21T22:24:30.000,2025-03-22T07:12:30.000,31200000,520,84,437,83,8,0,8375965330538281584,auto_detected,stages,0,True,70.0,286.0,88.0,83.0,2.0,33.0,11.0,36.0,67.0,217.0,78.0,65.0
2025-03-23,2025-03-22T23:01:00.000,2025-03-23T05:44:30.000,19440000,324,82,266,58,79,0,7252057235607413984,auto_detected,stages,0,True,67.0,214.0,63.0,58.0,3.0,23.0,6.0,26.0,68.0,219.0,80.0,66.0
2025-03-24,2025-03-23T21:23:00.000,2025-03-24T06:08:00.000,31500000,525,86,452,73,0,0,6662269601941413240,auto_detected,stages,0,True,69.0,284.0,98.0,73.0,5.0,23.0,14.0,28.0,67.0,219.0,78.0,66.0
2025-03-25,2025-03-24T22:54:00.000,2025-03-25T06:08:30.000,26040000,434,84,365,69,0,0,7216691831124611712,auto_detected,stages,0,True,92.0,193.0,80.0,69.0,4.0,27.0,6.0,28.0,68.0,222.0,78.0,66.0
2025-03-26,2025-03-25T22:33:00.000,2025-03-26T06:23:30.000,26940000,449,86,387,62,21,0,2565037208801861616,auto_detected,stages,0,True,93.0,169.0,146.0,62.0,4.0,21.0,9.0,24.0,70.0,222.0,78.0,66.0
2025-03-27,2025-03-26T23:23:00.000,2025-03-27T06:31:30.000,18480000,308,74,227,81,120,0,4451255178172372336,auto_detected,stages,0,True,52.0,219.0,75.0,81.0,2.0,25.0,4.0,25.0,71.0,222.0,82.0,67.0
2025-03-28,2025-03-27T22:41:00.000,2025-03-28T06:51:30.000,28620000,477,86,412,65,13,0,1436687054160231064,auto_detected,stages,0,True,87.0,245.0,93.0,65.0,5.0,30.0,11.0,35.0,71.0,225.0,82.0,67.0
2025-03-29,2025-03-29T18:10:30.000,2025-03-29T21:13:00.000,10200000,170,78,133,37,12,0,5040570428988123536,auto_detected,stages,0,False,0.0,110.0,35.0,37.0,0.0,12.0,2.0,11.0,73.0,226.0,82.0,68.0
2025-03-30,2025-03-30T06:17:30.000,2025-03-30T10:56:30.000,15780000,263,85,223,40,16,0,2916966743843105576,auto_detected,stages,0,True,50.0,134.0,54.0,40.0,2.0,14.0,3.0,16.0,71.0,235.0,82.0,70.0
2025-03-31,2025-03-30T22:09:30.000,2025-03-31T06:49:00.000,28680000,478,86,410,68,41,0,8596402179736615096,auto_detected,stages,0,True,52.0,300.0,99.0,68.0,5.0,22.0,10.0,25.0,70.0,228.0,81.0,68.0
2025-04-01,2025-03-31T22:38:00.000,2025-04-01T06:35:30.000,26220000,437,84,365,72,40,0,8248317656949902096,auto_detected,stages,0,True,55.0,273.0,77.0,72.0,3.0,32.0,8.0,30.0,68.0,233.0,82.0,68.0
2025-04-02,2025-04-02T00:05:00.000,2025-04-02T06:35:30.000,21180000,353,86,304,49,37,0,2848488800438181040,auto_detected,stages,0,True,66.0,169.0,106.0,49.0,3.0,24.0,9.0,29.0,68.0,234.0,82.0,68.0
2025-04-03,2025-04-03T21:00:30.000,2025-04-03T22:01:30.000,3660000,61,18,11,50,0,0,4373134249157056496,auto_detected,classic,2,False,,,,,,,,,,,,
2025-04-03,2025-04-02T19:42:00.000,2025-04-03T08:18:00.000,32220000,537,81,434,103,219,0,4598552748161905736,auto_detected,stages,0,True,117.0,417.0,117.0,103.0,7.0,46.0,11.0,46.0,68.0,232.0,83.0,67.0
2025-04-04,2025-04-03T23:30:00.000,2025-04-04T06:08:30.000,22140000,369,85,314,55,29,0,3978701022983661944,auto_detected,stages,0,True,63.0,207.0,72.0,55.0,4.0,31.0,8.0,34.0,70.0,242.0,85.0,70.0
2025-04-05,2025-04-04T21:01:30.000,2025-04-05T07:44:00.000,38520000,642,88,564,78,0,0,6262104059227202320,auto_detected,stages,0,True,95.0,360.0,109.0,78.0,3.0,52.0,12.0,48.0,69.0,240.0,83.0,69.0
2025-04-06,2025-04-05T22:33:00.000,2025-04-06T07:12:30.000,28140000,469,86,404,65,50,0,4710446860243389216,auto_detected,stages,0,True,64.0,316.0,74.0,65.0,3.0,31.0,10.0,35.0,70.0,246.0,84.0,70.0
2025-04-07,2025-04-06T22:39:30.000,2025-04-07T06:39:00.000,26340000,439,88,388,51,40,0,2354785562120714584,auto_detected,stages,0,True,81.0,261.0,86.0,51.0,5.0,35.0,11.0,38.0,69.0,249.0,85.0,70.0
2025-04-08,2025-04-07T23:00:30.000,2025-04-08T06:24:30.000,23160000,386,83,321,65,58,0,6920286256089696800,auto_detected,stages,0,True,87.0,211.0,80.0,65.0,3.0,27.0,4.0,26.0,69.0,251.0,85.0,69.0
2025-04-09,2025-04-08T22:37:00.000,2025-04-09T06:48:00.000,27000000,450,85,384,66,41,0,8723456332056568384,auto_detected,stages,0,True,84.0,243.0,97.0,66.0,5.0,28.0,15.0,37.0,71.0,248.0,86.0,68.0
2025-04-10,2025-04-09T22:14:00.000,2025-04-10T05:57:30.000,25680000,428,87,372,56,35,0,7825083517521686680,auto_detected,stages,0,True,75.0,235.0,97.0,56.0,3.0,27.0,10.0,32.0,71.0,249.0,86.0,69.0
2025-04-11,2025-04-10T23:06:00.000,2025-04-11T07:06:30.000,28320000,472,86,407,65,8,0,348944899429950008,auto_detected,stages,0,True,93.0,250.0,72.0,65.0,5.0,37.0,4.0,36.0,72.0,247.0,88.0,68.0
2025-04-12,2025-04-11T22:54:00.000,2025-04-12T05:55:00.000,21360000,356,87,308,48,65,0,3064124273365638704,auto_detected,stages,0,True,47.0,240.0,84.0,48.0,3.0,31.0,7.0,33.0,72.0,248.0,88.0,68.0
2025-04-13,2025-04-12T23:48:30.000,2025-04-13T06:28:00.000,23040000,384,83,318,66,15,0,3400446371817959856,auto_detected,stages,0,True,51.0,209.0,72.0,66.0,4.0,26.0,5.0,26.0,72.0,250.0,87.0,68.0
2025-04-14,2025-04-13T22:04:00.000,2025-04-14T06:29:30.000,26400000,440,85,376,64,65,0,4691726375931227432,auto_detected,stages,0,True,121.0,198.0,121.0,64.0,4.0,22.0,13.0,29.0,72.0,250.0,87.0,68.0
2025-04-15,2025-04-14T23:28:00.000,2025-04-15T05:22:00.000,18000000,300,81,244,56,54,0,8839765772735902008,auto_detected,stages,0,True,64.0,193.0,41.0,56.0,5.0,25.0,3.0,24.0,73.0,252.0,89.0,68.0
2025-04-16,2025-04-15T22:54:30.000,2025-04-16T07:11:30.000,14400000,240,60,143,97,257,0,518923313724383440,auto_detected,stages,0,True,68.0,268.0,63.0,97.0,4.0,39.0,8.0,36.0,73.0,250.0,87.0,68.0
2025-04-17,2025-04-16T21:51:30.000,2025-04-17T06:42:30.000,25980000,433,86,373,60,98,0,8360696376106136752,auto_detected,stages,0,True,73.0,310.0,86.0,60.0,6.0,31.0,9.0,35.0,73.0,250.0,86.0,69.0
2025-04-18,2025-04-17T22:38:30.000,2025-04-18T07:08:00.000,29700000,495,88,435,60,14,0,3216821674778979056,auto_detected,stages,0,True,71.0,296.0,82.0,60.0,1.0,28.0,13.0,34.0,73.0,252.0,86.0,69.0
2025-04-19,2025-04-19T00:02:30.000,2025-04-19T06:29:30.000,23220000,387,88,341,46,0,0,4236674444962293200,auto_detected,stages,0,True,68.0,193.0,80.0,46.0,4.0,21.0,3.0,19.0,73.0,254.0,86.0,68.0
2025-04-21,2025-04-21T01:39:30.000,2025-04-21T06:44:00.000,15180000,253,85,216,37,51,0,3213432372709032416,auto_detected,stages,0,True,48.0,152.0,67.0,37.0,2.0,20.0,6.0,20.0,72.0,253.0,87.0,67.0
2025-04-22,2025-04-21T22:30:00.000,2025-04-22T06:06:00.000,26220000,437,83,362,75,19,0,4691886009748576128,auto_detected,stages,0,True,65.0,253.0,62.0,75.0,3.0,23.0,6.0,22.0,72.0,249.0,86.0,66.0
2025-04-23,2025-04-22T23:40:00.000,2025-04-23T06:35:00.000,24900000,415,86,358,57,0,0,2544119081600068464,auto_detected,stages,0,True,72.0,216.0,69.0,57.0,3.0,33.0,9.0,34.0,72.0,250.0,86.0,66.0
2025-04-24,2025-04-23T22:20:00.000,2025-04-24T06:22:00.000,28380000,473,88,414,59,9,0,876524926534113016,auto_detected,stages,0,True,55.0,271.0,96.0,59.0,5.0,31.0,9.0,31.0,72.0,248.0,85.0,66.0
2025-04-25,2025-04-24T22:37:00.000,2025-04-25T06:36:30.000,28740000,479,86,411,68,0,0,3981417291027206360,auto_detected,stages,0,True,55.0,278.0,77.0,68.0,4.0,38.0,8.0,38.0,70.0,250.0,86.0,65.0
2025-04-26,2025-04-25T23:57:00.000,2025-04-26T07:15:00.000,18660000,311,81,251,60,127,0,5906911848709983320,auto_detected,stages,0,True,64.0,228.0,85.0,60.0,6.0,27.0,8.0,26.0,69.0,254.0,83.0,66.0
2025-04-27,2025-04-27T00:17:00.000,2025-04-27T05:39:30.000,19320000,322,90,291,31,0,0,3222463961970798784,auto_detected,stages,0,True,61.0,187.0,43.0,31.0,3.0,21.0,4.0,23.0,69.0,255.0,84.0,65.0
2025-04-28,2025-04-27T23:12:00.000,2025-04-28T06:27:30.000,24480000,408,87,356,52,27,0,7897821241306180240,auto_detected,stages,0,True,100.0,184.0,99.0,52.0,5.0,29.0,8.0,32.0,69.0,253.0,82.0,64.0
2025-04-29,2025-04-28T23:37:30.000,2025-04-29T06:16:00.000,22560000,376,83,311,65,22,0,7024316972419297264,auto_detected,stages,0,True,76.0,176.0,80.0,65.0,3.0,22.0,6.0,22.0,71.0,245.0,82.0,61.0
2025-04-30,2025-04-29T22:58:30.000,2025-04-30T07:16:00.000,29820000,497,88,435,62,0,0,4634816028119658920,auto_detected,stages,0,True,100.0,221.0,114.0,62.0,5.0,33.0,14.0,35.0,72.0,246.0,83.0,62.0
2025-05-01,2025-04-30T22:47:00.000,2025-05-01T05:42:30.000,23340000,389,89,345,44,26,0,148555203227198048,auto_detected,stages,0,True,57.0,247.0,67.0,44.0,3.0,29.0,6.0,31.0,74.0,244.0,83.0,62.0
2025-05-02,2025-05-01T22:35:00.000,2025-05-02T06:32:30.000,28260000,471,86,407,64,6,0,552399603556042544,auto_detected,stages,0,True,79.0,239.0,95.0,64.0,4.0,21.0,9.0,24.0,74.0,243.0,83.0,61.0
2025-05-03,2025-05-02T22:26:00.000,2025-05-03T06:07:30.000,24780000,413,86,354,59,48,0,6877946734222168216,auto_detected,stages,0,True,38.0,267.0,97.0,59.0,3.0,24.0,7.0,23.0,74.0,245.0,82.0,62.0
2025-05-04,2025-05-03T21:59:00.000,2025-05-04T05:55:00.000,28560000,476,84,401,75,0,0,1735256118306209192,auto_detected,stages,0,True,83.0,218.0,99.0,75.0,3.0,21.0,6.0,18.0,72.0,238.0,82.0,60.0
2025-05-05,2025-05-04T22:52:30.000,2025-05-05T05:57:30.000,24360000,406,85,347,59,19,0,6150551712377261288,auto_detected,stages,0,True,63.0,230.0,72.0,59.0,3.0,29.0,8.0,29.0,72.0,239.0,83.0,60.0
2025-05-06,2025-05-05T23:07:00.000,2025-05-06T05:40:00.000,17460000,291,78,228,63,102,0,5006491492530751336,auto_detected,stages,0,True,85.0,171.0,73.0,63.0,4.0,25.0,9.0,27.0,71.0,234.0,81.0,60.0
2025-05-07,2025-05-06T22:16:30.000,2025-05-07T05:28:30.000,24660000,411,87,356,55,21,0,2015311436767422032,auto_detected,stages,0,True,87.0,188.0,101.0,55.0,3.0,29.0,11.0,31.0,72.0,229.0,81.0,60.0
2025-05-08,2025-05-07T21:46:30.000,2025-05-08T05:29:30.000,25620000,427,84,360,67,36,0,1431202740138461792,auto_detected,stages,0,True,66.0,204.0,125.0,67.0,4.0,24.0,13.0,30.0,72.0,227.0,82.0,60.0
2025-05-09,2025-05-08T22:40:00.000,2025-05-09T05:40:30.000,24000000,400,81,324,76,20,0,4188954954789982832,auto_detected,stages,0,True,78.0,177.0,88.0,76.0,7.0,25.0,7.0,25.0,71.0,226.0,83.0,60.0
2025-05-10,2025-05-09T23:54:30.000,2025-05-10T05:33:00.000,17700000,295,84,247,48,43,0,4747668160423358888,auto_detected,stages,0,True,57.0,154.0,78.0,48.0,3.0,16.0,8.0,20.0,71.0,224.0,83.0,60.0
2025-05-11,2025-05-11T00:01:30.000,2025-05-11T05:41:00.000,18900000,315,91,288,27,24,0,8623045874929849784,auto_detected,stages,0,True,44.0,171.0,97.0,27.0,2.0,12.0,6.0,13.0,71.0,221.0,82.0,60.0
2025-05-12,2025-05-11T22:57:00.000,2025-05-12T06:35:00.000,21840000,364,82,298,66,94,0,5181065223113454968,auto_detected,stages,0,True,99.0,181.0,111.0,66.0,6.0,30.0,15.0,35.0,69.0,219.0,83.0,59.0
2025-05-13,2025-05-13T00:10:00.000,2025-05-13T06:35:30.000,23100000,385,84,323,62,0,0,2986770586020685328,auto_detected,stages,0,True,61.0,185.0,76.0,62.0,4.0,26.0,4.0,24.0,71.0,217.0,84.0,59.0
2025-05-14,2025-05-13T23:52:00.000,2025-05-14T06:46:00.000,20760000,346,73,253,93,68,0,8678074314541893664,auto_detected,stages,0,True,74.0,194.0,52.0,93.0,3.0,22.0,3.0,18.0,71.0,216.0,84.0,59.0
2025-05-15,2025-05-14T23:51:00.000,2025-05-15T11:35:30.000,41640000,694,84,581,113,10,0,8410221212651296104,auto_detected,stages,0,True,78.0,429.0,84.0,113.0,5.0,39.0,12.0,41.0,69.0,216.0,82.0,60.0
2025-05-16,2025-05-16T00:07:00.000,2025-05-16T09:13:00.000,31680000,528,87,457,71,18,0,4950838031562659168,auto_detected,stages,0,True,138.0,231.0,105.0,71.0,4.0,34.0,12.0,39.0,71.0,226.0,84.0,63.0
2025-05-17,2025-05-16T21:08:30.000,2025-05-17T08:21:00.000,38280000,638,87,553,85,34,0,3267602654612539272,auto_detected,stages,0,True,103.0,344.0,139.0,85.0,4.0,35.0,14.0,39.0,73.0,225.0,85.0,62.0
2025-05-18,2025-05-17T22:20:00.000,2025-05-18T05:15:30.000,23700000,395,86,340,55,20,0,8246412498600419152,auto_detected,stages,0,True,56.0,229.0,74.0,55.0,2.0,20.0,4.0,20.0,74.0,226.0,87.0,63.0
2025-05-20,2025-05-20T00:30:30.000,2025-05-20T05:35:30.000,17280000,288,85,246,42,17,0,4480969278290831176,auto_detected,stages,0,True,57.0,157.0,48.0,42.0,2.0,18.0,5.0,20.0,74.0,225.0,87.0,63.0
2025-05-21,2025-05-20T22:43:00.000,2025-05-21T06:29:30.000,25620000,427,86,366,61,39,0,4001278852266946400,auto_detected,stages,0,True,77.0,218.0,109.0,61.0,7.0,25.0,9.0,22.0,73.0,222.0,86.0,62.0
2025-05-22,2025-05-21T23:23:30.000,2025-05-22T06:06:00.000,24120000,402,82,331,71,0,0,265916388880357648,auto_detected,stages,0,True,64.0,170.0,97.0,71.0,2.0,20.0,6.0,20.0,74.0,225.0,87.0,63.0
2025-05-23,2025-05-22T23:18:30.000,2025-05-23T05:54:30.000,21420000,357,84,300,57,39,0,2329206645288695728,auto_detected,stages,0,True,67.0,168.0,104.0,57.0,3.0,23.0,8.0,24.0,74.0,222.0,89.0,63.0
2025-05-24,2025-05-24T00:06:30.000,2025-05-24T07:25:30.000,25080000,418,88,368,50,21,0,134829342396430016,auto_detected,stages,0,True,40.0,233.0,115.0,50.0,1.0,26.0,11.0,28.0,74.0,220.0,90.0,63.0
2025-05-25,2025-05-25T00:25:00.000,2025-05-25T04:20:30.000,14100000,235,89,210,25,0,0,5505758928236063736,auto_detected,stages,0,True,19.0,176.0,14.0,25.0,2.0,18.0,2.0,14.0,74.0,219.0,90.0,63.0
2025-05-25,2025-05-25T22:32:30.000,2025-05-25T23:58:00.000,2820000,47,43,20,27,38,0,164081711346053672,auto_detected,classic,2,False,,,,,,,,,,,,
