logId,logDate,foodId,foodName,mealTypeId,amount,unitId,unitName,calories,protein,fat,carbs,fiber,sodium
37751177080,2025-12-17,781682741,納豆,5,1.0,304,食分,90,,,,,
37751373966,2025-12-17,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37751491886,2025-12-17,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37751491887,2025-12-17,768043561,有塩バター(12g),6,10.0,147,グラム,74,,,,,
37751806985,2025-12-17,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37752111968,2025-12-17,781682741,納豆,5,1.0,304,食分,90,,,,,
37752200655,2025-12-17,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37752417132,2025-12-17,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37753263567,2025-12-17,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37753903284,2025-12-17,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37754277411,2025-12-17,768041875,さつまいも(干し芋)(20g),4,40.0,147,グラム,122,,,,,
37754316682,2025-12-17,781682958,ブルーベリ−(10g),6,2.0,304,食分,10,,,,,
37754375435,2025-12-17,781682295,アボカド(25g),5,0.8,304,食分,37,,,,,
37756046383,2025-12-17,19335352,茹でかぼちゃ(西洋かぼちゃ)(80g),5,80.0,147,グラム,74,,,,,
37760034776,2025-12-18,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37760192268,2025-12-18,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37760320205,2025-12-18,781682295,アボカド(25g),5,0.8,304,食分,37,,,,,
37760448057,2025-12-18,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37760467941,2025-12-18,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37760684447,2025-12-18,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37760891048,2025-12-18,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37760900913,2025-12-18,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37761107628,2025-12-18,781682958,ブルーベリ−(10g),6,2.0,304,食分,10,,,,,
37761353686,2025-12-18,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37761570218,2025-12-18,769322071,枝豆(ファミリーマート),5,0.5,304,食分,67,,,,,
37761806488,2025-12-18,781682295,アボカド(25g),5,0.8,304,食分,37,,,,,
37762082049,2025-12-18,19335352,茹でかぼちゃ(西洋かぼちゃ)(80g),5,50.0,147,グラム,46,,,,,
37762367463,2025-12-18,19313546,はちみつ,5,1.0,304,食分,21,,,,,
37759680420,2025-12-19,768041875,さつまいも(干し芋)(20g),4,40.0,147,グラム,122,,,,,
37759752375,2025-12-19,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37759867546,2025-12-19,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37760185538,2025-12-19,19313546,はちみつ,5,1.0,304,食分,21,,,,,
37760520231,2025-12-19,19335352,茹でかぼちゃ(西洋かぼちゃ)(80g),5,50.0,147,グラム,46,,,,,
37760539780,2025-12-19,19332675,もずく酢,5,1.0,304,食分,11,,,,,
37760687397,2025-12-19,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37760982617,2025-12-19,768041875,さつまいも(干し芋)(20g),6,20.0,147,グラム,61,,,,,
37761107655,2025-12-19,19315259,バナナ,4,1.5,304,食分,129,,,,,
37761405834,2025-12-19,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37762153986,2025-12-19,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37762173773,2025-12-19,781682741,納豆,5,2.0,304,食分,180,,,,,
37762328169,2025-12-19,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37763059521,2025-12-19,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37763059525,2025-12-19,768043561,有塩バター(12g),6,10.0,147,グラム,74,,,,,
37763128475,2025-12-19,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37759625694,2025-12-20,752531406,こんにゃく(250g),4,0.2,304,食分,3,,,,,
37759684629,2025-12-20,781682958,ブルーベリ−(10g),6,2.0,304,食分,10,,,,,
37759832333,2025-12-20,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37759851967,2025-12-20,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37759881533,2025-12-20,19335352,茹でかぼちゃ(西洋かぼちゃ)(80g),5,50.0,147,グラム,46,,,,,
37759901085,2025-12-20,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37760088323,2025-12-20,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37760324449,2025-12-20,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37760373756,2025-12-20,781682741,納豆,5,2.0,304,食分,180,,,,,
37760550808,2025-12-20,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37761111803,2025-12-20,768043561,有塩バター(12g),6,10.0,147,グラム,74,,,,,
37761248923,2025-12-20,19315259,バナナ,4,2.0,304,食分,172,,,,,
37761663111,2025-12-20,19313546,はちみつ,5,1.0,304,食分,21,,,,,
37761702181,2025-12-20,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37761771296,2025-12-20,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37762981999,2025-12-20,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37763325374,2025-12-20,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37769895648,2025-12-21,781682741,納豆,5,2.0,304,食分,180,,,,,
37769964598,2025-12-21,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37769974440,2025-12-21,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37770200844,2025-12-21,19313546,はちみつ,5,1.0,304,食分,21,,,,,
37770230230,2025-12-21,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37770338564,2025-12-21,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37770358236,2025-12-21,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37770594360,2025-12-21,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37770643531,2025-12-21,19332675,もずく酢,5,1.0,304,食分,11,,,,,
37770791231,2025-12-21,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37770850287,2025-12-21,717010859,絹豆腐(1パック150g)(ローソンセレクト),5,150.0,147,グラム,90,,,,,
37771096285,2025-12-21,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37771460408,2025-12-21,19318378,ピザ(1/8枚),5,0.3,306,枚,418,,,,,
37771519401,2025-12-21,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37771804694,2025-12-21,768043561,有塩バター(12g),6,10.0,147,グラム,74,,,,,
37769770562,2025-12-22,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37770184624,2025-12-22,19290606,しょうが焼定食(やよい軒),5,1.0,304,食分,677,,,,,
37770253448,2025-12-22,19285159,ご飯(大),5,1.0,304,食分,356,,,,,
37770803852,2025-12-22,19315259,バナナ,4,2.0,304,食分,172,,,,,
37771040821,2025-12-22,19300729,チキン南蛮定食(やよい軒),5,1.0,304,食分,1084,,,,,
37771226901,2025-12-22,768041875,さつまいも(干し芋)(20g),4,40.0,147,グラム,122,,,,,
37775228394,2025-12-22,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37769155039,2025-12-23,19285159,ご飯(大),5,1.0,304,食分,356,,,,,
37769942441,2025-12-23,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37770719964,2025-12-23,717000080,きくらげ玉子炒め(中華東秀),5,1.0,304,食分,375,,,,,
37770857892,2025-12-23,717000080,きくらげ玉子炒め(中華東秀),5,1.0,304,食分,375,,,,,
37770916821,2025-12-23,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37770916822,2025-12-23,768041875,さつまいも(干し芋)(20g),4,40.0,147,グラム,122,,,,,
37771654593,2025-12-23,717000080,きくらげ玉子炒め(中華東秀),5,1.0,304,食分,375,,,,,
37775226112,2025-12-24,19313546,はちみつ,5,1.0,304,食分,21,,,,,
37778824779,2025-12-24,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37779001773,2025-12-24,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37779218300,2025-12-24,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37779474160,2025-12-24,19315259,バナナ,4,2.0,304,食分,172,,,,,
37779562689,2025-12-24,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37779641421,2025-12-24,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37779789068,2025-12-24,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37779907135,2025-12-24,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37779916924,2025-12-24,19274499,カレー(ルーのみ),5,1.0,304,食分,414,,,,,
37780094048,2025-12-24,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37780113697,2025-12-24,781682741,納豆,5,1.0,304,食分,90,,,,,
37780153027,2025-12-24,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37780221887,2025-12-24,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37780418309,2025-12-24,768043561,有塩バター(12g),6,10.0,147,グラム,74,,,,,
37778711113,2025-12-25,768043561,有塩バター(12g),6,10.0,147,グラム,74,,,,,
37779016092,2025-12-25,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37779055456,2025-12-25,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37779114465,2025-12-25,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37779272112,2025-12-25,781682741,納豆,5,1.0,304,食分,90,,,,,
37779439103,2025-12-25,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37779567027,2025-12-25,19313546,はちみつ,5,1.0,304,食分,21,,,,,
37779586840,2025-12-25,19335352,茹でかぼちゃ(西洋かぼちゃ)(80g),5,50.0,147,グラム,46,,,,,
37779901843,2025-12-25,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37780078661,2025-12-25,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37780147526,2025-12-25,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37782309254,2025-12-25,19274500,カレールウ(単品、一食分),5,1.0,304,食分,102,,,,,
37783726019,2025-12-25,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37783892630,2025-12-25,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,20.0,147,グラム,148,,,,,
37784668748,2025-12-25,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37778592964,2025-12-26,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37778642122,2025-12-26,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37779232299,2025-12-26,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37779567040,2025-12-26,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37779950970,2025-12-26,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37780305149,2025-12-26,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37780422727,2025-12-26,19315259,バナナ,4,2.0,304,食分,172,,,,,
37782123308,2025-12-26,768041875,さつまいも(干し芋)(20g),4,80.0,147,グラム,244,,,,,
37784010386,2025-12-26,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37784403068,2025-12-26,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37810082010,2026-01-03,19313546,はちみつ,5,1.0,304,食分,21,,,,,
37810711155,2026-01-03,19335352,茹でかぼちゃ(西洋かぼちゃ)(80g),5,50.0,147,グラム,46,,,,,
37810907786,2026-01-03,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37811724241,2026-01-03,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37812520576,2026-01-03,19315259,バナナ,4,2.0,304,食分,172,,,,,
37812864508,2026-01-03,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37813090740,2026-01-03,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37814074174,2026-01-03,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37814398675,2026-01-03,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37815332828,2026-01-03,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37817682956,2026-01-03,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37818243522,2026-01-03,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37818990583,2026-01-03,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37819079009,2026-01-03,19292147,じゃがいも/塊茎、水煮,5,2.0,304,食分,190,,,,,
37817866029,2026-01-04,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37818691987,2026-01-04,19270033,おはぎ(粒あん),4,1.0,304,食分,174,,,,,
37819832276,2026-01-04,781682741,納豆,5,1.0,304,食分,90,,,,,
37820255165,2026-01-04,19292147,じゃがいも/塊茎、水煮,5,2.0,304,食分,190,,,,,
37820274939,2026-01-04,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37821680995,2026-01-04,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37822743260,2026-01-04,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37823254604,2026-01-04,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37823431597,2026-01-04,19315259,バナナ,4,2.0,304,食分,172,,,,,
37824218290,2026-01-04,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37825004977,2026-01-04,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37825004993,2026-01-04,19274500,カレールウ(単品、一食分),5,1.0,304,食分,102,,,,,
37819667116,2026-01-05,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37820778378,2026-01-05,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37820778379,2026-01-05,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37822509261,2026-01-05,19274500,カレールウ(単品、一食分),5,1.0,304,食分,102,,,,,
37822695931,2026-01-05,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37823817005,2026-01-05,781682741,納豆,5,1.0,304,食分,90,,,,,
37824141521,2026-01-05,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37824387548,2026-01-05,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37825193693,2026-01-05,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37825508425,2026-01-05,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37825921571,2026-01-05,768041877,さといも(水煮)(50g),5,50.0,147,グラム,30,,,,,
37826904939,2026-01-05,19315259,バナナ,4,2.0,304,食分,172,,,,,
37826954085,2026-01-05,768041875,さつまいも(干し芋)(20g),4,40.0,147,グラム,122,,,,,
37832996662,2026-01-07,781682741,納豆,5,1.0,304,食分,90,,,,,
37833016261,2026-01-07,21892202,6Pチーズ(1個18g)(トップバリュ),5,18.0,147,グラム,61,,,,,
37834589651,2026-01-07,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37834894810,2026-01-07,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37835140420,2026-01-07,19335524,ヨーグルト(無糖),5,1.0,304,食分,62,,,,,
37835710759,2026-01-07,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37835877992,2026-01-07,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37835966643,2026-01-07,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37836143688,2026-01-07,19306716,トマト缶詰/ホール、食塩無添加,5,1.0,304,食分,32,,,,,
37840617307,2026-01-07,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37840774690,2026-01-07,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37842298870,2026-01-07,19315259,バナナ,4,2.0,304,食分,172,,,,,
37842426667,2026-01-07,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37841185701,2026-01-08,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37841834638,2026-01-08,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37842433809,2026-01-08,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37843447383,2026-01-08,21869779,6Pチーズ(1個18g)(コープ),4,18.0,147,グラム,61,,,,,
37844981357,2026-01-08,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37845413761,2026-01-08,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37845561447,2026-01-08,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37847300780,2026-01-08,19269675,おにぎり(塩昆布),4,1.0,304,食分,180,,,,,
37847685233,2026-01-08,781682741,納豆,5,1.0,304,食分,90,,,,,
37848874981,2026-01-08,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37849681418,2026-01-08,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37847180567,2026-01-09,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37848596312,2026-01-09,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37851723419,2026-01-09,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37852588658,2026-01-09,768041877,さといも(水煮)(50g),5,50.0,147,グラム,30,,,,,
37852647643,2026-01-09,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37853306574,2026-01-09,769322071,枝豆(ファミリーマート),5,0.4,304,食分,54,,,,,
37853994850,2026-01-09,768041875,さつまいも(干し芋)(20g),4,60.0,147,グラム,183,,,,,
37854545271,2026-01-09,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37854594490,2026-01-09,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37855105889,2026-01-09,19315259,バナナ,4,2.0,304,食分,172,,,,,
37855331956,2026-01-09,21871609,コーン(とうもろこし)(ゆで)(30g),5,50.0,147,グラム,43,,,,,
37856157938,2026-01-09,781682741,納豆,5,1.0,304,食分,90,,,,,
37861934534,2026-01-11,781681941,マイプロテイン(1食分31g),5,31.0,147,グラム,103,,,,,
37862121555,2026-01-11,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37864727426,2026-01-11,768043569,ゆで卵(50g),5,100.0,147,グラム,152,,,,,
37864973252,2026-01-11,781682741,納豆,5,1.0,304,食分,90,,,,,
37866222108,2026-01-11,19315259,バナナ,4,2.0,304,食分,172,,,,,
37866625099,2026-01-11,19292147,じゃがいも/塊茎、水煮,5,2.0,304,食分,190,,,,,
37868591804,2026-01-11,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37868709720,2026-01-11,768041092,えんばく(オートミール)(40g),5,60.0,147,グラム,228,,,,,
37868876861,2026-01-11,762402720,鯖缶詰(水煮),5,0.5,304,食分,209,,,,,
37869712893,2026-01-11,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
37870558548,2026-01-11,19335416,ブロッコリー,5,1.0,304,食分,20,,,,,
37870814153,2026-01-11,717008676,素焼きくるみ(1人前20g)(セブンプレミアム),4,40.0,147,グラム,296,,,,,
37865911462,2026-01-12,19335416,ブロッコリー,5,1.0,304,食分,20,,,,,
37867287612,2026-01-12,19315259,バナナ,4,2.0,304,食分,172,,,,,
37868880777,2026-01-12,781682741,納豆,5,1.0,304,食分,90,,,,,
37869372466,2026-01-12,19292147,じゃがいも/塊茎、水煮,5,2.0,304,食分,190,,,,,
37869647761,2026-01-12,768041092,えんばく(オートミール)(40g),5,80.0,147,グラム,304,,,,,
37869923053,2026-01-12,768043417,むきあさり(100g)(神戸物産),5,30.0,147,グラム,9,,,,,
37869982123,2026-01-12,19333166,木綿豆腐(1個150g),5,150.0,147,グラム,108,,,,,
